Postaja,Leto,Mesec,NO2
lj center,2018,Apr,52.0
ce gaji,2018,Apr,16.0
mb vrbanski,2018,Apr,
lj bezigrad,2018,Maj,20.0
maribor,2018,Maj,19.0
celje,2018,Maj,19.0
ms rakican,2018,Maj,8.0
nova gorica,2018,Maj,21.0
trbovlje,2018,Maj,13.0
zagorje,2018,Maj,15.0
koper,2018,Maj,15.0
iskrba,2018,Maj,2.0
sostanj,2018,Maj,8.0
zavodnje,2018,Maj,4.0
skale,2018,Maj,4.0
sv. mohor,2018,Maj,4.0
lj center,2018,Maj,31.0
ce gaji,2018,Maj,10.0
mb vrbanski,2018,Maj,9.0
lj bezigrad,2018,Jun,17.0
maribor,2018,Jun,15.0
celje,2018,Jun,17.0
ms rakican,2018,Jun,6.0
nova gorica,2018,Jun,19.0
trbovlje,2018,Jun,10.0
zagorje,2018,Jun,15.0
koper,2018,Jun,13.0
iskrba,2018,Jun,1.0
sostanj,2018,Jun,9.0
zavodnje,2018,Jun,3.0
skale,2018,Jun,4.0
sv. mohor,2018,Jun,3.0
lj center,2018,Jun,24.0
ce gaji,2018,Jun,11.0
mb vrbanski,2018,Jun,8.0
lj bezigrad,2018,Jul,17.0
maribor,2018,Jul,13.0
celje,2018,Jul,16.0
ms rakican,2018,Jul,7.0
nova gorica,2018,Jul,20.0
trbovlje,2018,Jul,10.0
zagorje,2018,Jul,13.0
koper,2018,Jul,13.0
iskrba,2018,Jul,1.0
sostanj,2018,Jul,9.0
zavodnje,2018,Jul,3.0
skale,2018,Jul,4.0
sv. mohor,2018,Jul,3.0
lj center,2018,Jul,
ce gaji,2018,Jul,10.0
mb vrbanski,2018,Jul,7.0
lj bezigrad,2018,Avg,19.0
maribor,2018,Avg,13.0
celje,2018,Avg,17.0
ms rakican,2018,Avg,8.0
nova gorica,2018,Avg,19.0
trbovlje,2018,Avg,10.0
zagorje,2018,Avg,13.0
koper,2018,Avg,14.0
iskrba,2018,Avg,1.0
sostanj,2018,Avg,10.0
zavodnje,2018,Avg,4.0
skale,2018,Avg,4.0
sv. mohor,2018,Avg,3.0
lj center,2018,Avg,
ce gaji,2018,Avg,8.0
mb vrbanski,2018,Avg,6.0
lj bezigrad,2018,Sep,24.0
maribor,2018,Sep,11.0
celje,2018,Sep,22.0
ms rakican,2018,Sep,9.0
nova gorica,2018,Sep,19.0
trbovlje,2018,Sep,12.0
zagorje,2018,Sep,19.0
koper,2018,Sep,15.0
iskrba,2018,Sep,1.0
sostanj,2018,Sep,8.0
zavodnje,2018,Sep,4.0
skale,2018,Sep,4.0
sv. mohor,2018,Sep,5.0
lj center,2018,Sep,
ce gaji,2018,Sep,9.0
mb vrbanski,2018,Sep,5.0
lj bezigrad,2018,Okt,30.0
maribor,2018,Okt,11.0
celje,2018,Okt,27.0
ms rakican,2018,Okt,12.0
nova gorica,2018,Okt,24.0
trbovlje,2018,Okt,16.0
zagorje,2018,Okt,23.0
koper,2018,Okt,17.0
iskrba,2018,Okt,2.0
sostanj,2018,Okt,9.0
zavodnje,2018,Okt,6.0
skale,2018,Okt,7.0
sv. mohor,2018,Okt,7.0
lj center,2018,Okt,42.0
ce gaji,2018,Okt,17.0
mb vrbanski,2018,Okt,9.0
lj bezigrad,2018,Nov,24.0
maribor,2018,Nov,30.0
celje,2018,Nov,26.0
ms rakican,2018,Nov,14.0
nova gorica,2018,Nov,21.0
trbovlje,2018,Nov,15.0
zagorje,2018,Nov,21.0
koper,2018,Nov,17.0
iskrba,2018,Nov,3.0
sostanj,2018,Nov,13.0
zavodnje,2018,Nov,7.0
skale,2018,Nov,9.0
sv. mohor,2018,Nov,9.0
lj center,2018,Nov,36.0
ce gaji,2018,Nov,18.0
mb vrbanski,2018,Nov,19.0
lj bezigrad,2018,Dec,38.0
maribor,2018,Dec,39.0
celje,2018,Dec,40.0
ms rakican,2018,Dec,26.0
nova gorica,2018,Dec,39.0
trbovlje,2018,Dec,24.0
zagorje,2018,Dec,26.0
koper,2018,Dec,27.0
iskrba,2018,Dec,3.0
sostanj,2018,Dec,17.0
zavodnje,2018,Dec,8.0
skale,2018,Dec,13.0
sv. mohor,2018,Dec,14.0
lj center,2018,Dec,48.0
ce gaji,2018,Dec,23.0
mb vrbanski,2018,Dec,27.0
lj bezigrad,2019,Jan,39.0
maribor,2019,Jan,36.0
celje,2019,Jan,43.0
ms rakican,2019,Jan,20.0
nova gorica,2019,Jan,42.0
trbovlje,2019,Jan,24.0
zagorje,2019,Jan,28.0
koper,2019,Jan,20.0
iskrba,2019,Jan,4.0
sostanj,2019,Jan,16.0
zavodnje,2019,Jan,7.0
skale,2019,Jan,11.0
sv. mohor,2019,Jan,9.0
lj center,2019,Jan,52.0
ce gaji,2019,Jan,35.0
mb vrbanski,2019,Jan,28.0
lj bezigrad,2019,Feb,44.0
maribor,2019,Feb,38.0
celje,2019,Feb,42.0
ms rakican,2019,Feb,21.0
nova gorica,2019,Feb,39.0
trbovlje,2019,Feb,30.0
zagorje,2019,Feb,31.0
koper,2019,Feb,24.0
iskrba,2019,Feb,3.0
sostanj,2019,Feb,16.0
zavodnje,2019,Feb,8.0
skale,2019,Feb,11.0
sv. mohor,2019,Feb,9.0
lj center,2019,Feb,56.0
ce gaji,2019,Feb,30.0
mb vrbanski,2019,Feb,25.0
lj bezigrad,2019,Mar,28.0
maribor,2019,Mar,30.0
celje,2019,Mar,32.0
ms rakican,2019,Mar,14.0
nova gorica,2019,Mar,31.0
trbovlje,2019,Mar,26.0
zagorje,2019,Mar,25.0
koper,2019,Mar,18.0
iskrba,2019,Mar,2.0
sostanj,2019,Mar,12.0
zavodnje,2019,Mar,5.0
skale,2019,Mar,6.0
sv. mohor,2019,Mar,6.0
lj center,2019,Mar,51.0
ce gaji,2019,Mar,18.0
mb vrbanski,2019,Mar,17.0
lj bezigrad,2019,Apr,23.0
maribor,2019,Apr,25.0
celje,2019,Apr,27.0
ms rakican,2019,Apr,10.0
nova gorica,2019,Apr,24.0
trbovlje,2019,Apr,24.0
zagorje,2019,Apr,20.0
koper,2019,Apr,16.0
iskrba,2019,Apr,2.0
sostanj,2019,Apr,8.0
zavodnje,2019,Apr,5.0
skale,2019,Apr,5.0
sv. mohor,2019,Apr,4.0
lj center,2019,Apr,46.0
ce gaji,2019,Apr,10.0
mb vrbanski,2019,Apr,16.0
lj bezigrad,2019,Maj,18.0
maribor,2019,Maj,20.0
celje,2019,Maj,16.0
ms rakican,2019,Maj,7.0
nova gorica,2019,Maj,19.0
trbovlje,2019,Maj,14.0
zagorje,2019,Maj,14.0
koper,2019,Maj,13.0
iskrba,2019,Maj,2.0
sostanj,2019,Maj,5.0
zavodnje,2019,Maj,3.0
skale,2019,Maj,4.0
sv. mohor,2019,Maj,3.0
lj center,2019,Maj,34.0
ce gaji,2019,Maj,5.0
mb vrbanski,2019,Maj,12.0
lj bezigrad,2019,Jun,16.0
maribor,2019,Jun,21.0
celje,2019,Jun,16.0
ms rakican,2019,Jun,8.0
nova gorica,2019,Jun,19.0
trbovlje,2019,Jun,12.0
zagorje,2019,Jun,14.0
koper,2019,Jun,14.0
iskrba,2019,Jun,2.0
sostanj,2019,Jun,8.0
zavodnje,2019,Jun,4.0
skale,2019,Jun,4.0
sv. mohor,2019,Jun,3.0
lj center,2019,Jun,35.0
ce gaji,2019,Jun,3.0
mb vrbanski,2019,Jun,11.0
lj bezigrad,2019,Jul,15.0
maribor,2019,Jul,18.0
celje,2019,Jul,15.0
ms rakican,2019,Jul,8.0
nova gorica,2019,Jul,18.0
trbovlje,2019,Jul,10.0
zagorje,2019,Jul,13.0
koper,2019,Jul,14.0
iskrba,2019,Jul,2.0
sostanj,2019,Jul,8.0
zavodnje,2019,Jul,4.0
skale,2019,Jul,4.0
sv. mohor,2019,Jul,3.0
lj center,2019,Jul,38.0
ce gaji,2019,Jul,2.0
mb vrbanski,2019,Jul,10.0
lj bezigrad,2019,Avg,14.0
maribor,2019,Avg,16.0
celje,2019,Avg,14.0
ms rakican,2019,Avg,8.0
nova gorica,2019,Avg,18.0
trbovlje,2019,Avg,12.0
zagorje,2019,Avg,12.0
koper,2019,Avg,12.0
iskrba,2019,Avg,2.0
sostanj,2019,Avg,7.0
zavodnje,2019,Avg,4.0
skale,2019,Avg,4.0
sv. mohor,2019,Avg,2.0
lj center,2019,Avg,36.0
ce gaji,2019,Avg,8.0
mb vrbanski,2019,Avg,7.0
lj bezigrad,2019,Sep,18.0
maribor,2019,Sep,18.0
celje,2019,Sep,19.0
ms rakican,2019,Sep,10.0
nova gorica,2019,Sep,22.0
trbovlje,2019,Sep,14.0
zagorje,2019,Sep,17.0
koper,2019,Sep,12.0
iskrba,2019,Sep,2.0
sostanj,2019,Sep,8.0
zavodnje,2019,Sep,5.0
skale,2019,Sep,4.0
sv. mohor,2019,Sep,3.0
lj center,2019,Sep,46.0
ce gaji,2019,Sep,11.0
mb vrbanski,2019,Sep,9.0
lj bezigrad,2019,Okt,23.0
maribor,2019,Okt,23.0
celje,2019,Okt,22.0
ms rakican,2019,Okt,12.0
nova gorica,2019,Okt,27.0
trbovlje,2019,Okt,14.0
zagorje,2019,Okt,21.0
koper,2019,Okt,11.0
iskrba,2019,Okt,2.0
sostanj,2019,Okt,9.0
zavodnje,2019,Okt,6.0
skale,2019,Okt,6.0
sv. mohor,2019,Okt,3.0
lj center,2019,Okt,49.0
ce gaji,2019,Okt,15.0
mb vrbanski,2019,Okt,15.0
lj bezigrad,2019,Nov,27.0
maribor,2019,Nov,22.0
celje,2019,Nov,25.0
ms rakican,2019,Nov,13.0
nova gorica,2019,Nov,26.0
trbovlje,2019,Nov,20.0
zagorje,2019,Nov,23.0
koper,2019,Nov,9.0
iskrba,2019,Nov,3.0
sostanj,2019,Nov,10.0
zavodnje,2019,Nov,6.0
skale,2019,Nov,8.0
sv. mohor,2019,Nov,7.0
lj center,2019,Nov,
ce gaji,2019,Nov,14.0
mb vrbanski,2019,Nov,25.0
lj bezigrad,2019,Dec,37.0
maribor,2019,Dec,28.0
celje,2019,Dec,32.0
ms rakican,2019,Dec,18.0
nova gorica,2019,Dec,30.0
trbovlje,2019,Dec,25.0
zagorje,2019,Dec,27.0
koper,2019,Dec,21.0
iskrba,2019,Dec,3.0
sostanj,2019,Dec,10.0
zavodnje,2019,Dec,6.0
skale,2019,Dec,7.0
sv. mohor,2019,Dec,6.0
lj center,2019,Dec,50.0
ce gaji,2019,Dec,16.0
mb vrbanski,2019,Dec,35.0
lj bezigrad,2020,Jan,42.0
lj celovska,2020,Jan,
mb titova,2020,Jan,34.0
mb vrbanski,2020,Jan,
ce bolnica,2020,Jan,37.0
ms rakican,2020,Jan,21.0
ng grcna,2020,Jan,40.0
trbovlje,2020,Jan,26.0
zagorje,2020,Jan,29.0
koper,2020,Jan,32.0
iskrba,2020,Jan,3.0
sostanj,2020,Jan,21.0
zavodnje,2020,Jan,10.0
skale,2020,Jan,14.0
sv. mohor,2020,Jan,12.0
lj center,2020,Jan,57.0
ce gaji,2020,Jan,22.0
mb tezno,2020,Jan,45.0
lj bezigrad,2020,Feb,27.0
lj celovska,2020,Feb,
mb titova,2020,Feb,30.0
mb vrbanski,2020,Feb,
ce bolnica,2020,Feb,28.0
ms rakican,2020,Feb,16.0
ng grcna,2020,Feb,32.0
trbovlje,2020,Feb,19.0
zagorje,2020,Feb,22.0
koper,2020,Feb,25.0
iskrba,2020,Feb,3.0
sostanj,2020,Feb,14.0
zavodnje,2020,Feb,6.0
skale,2020,Feb,8.0
sv. mohor,2020,Feb,4.0
lj center,2020,Feb,45.0
ce gaji,2020,Feb,16.0
mb tezno,2020,Feb,34.0
lj bezigrad,2020,Mar,15.0
lj celovska,2020,Mar,
mb titova,2020,Mar,23.0
mb vrbanski,2020,Mar,
ce bolnica,2020,Mar,21.0
ms rakican,2020,Mar,11.0
ng grcna,2020,Mar,18.0
trbovlje,2020,Mar,16.0
zagorje,2020,Mar,17.0
koper,2020,Mar,17.0
iskrba,2020,Mar,3.0
sostanj,2020,Mar,10.0
zavodnje,2020,Mar,5.0
skale,2020,Mar,6.0
sv. mohor,2020,Mar,4.0
lj center,2020,Mar,31.0
ce gaji,2020,Mar,10.0
mb tezno,2020,Mar,23.0
lj bezigrad,2020,Apr,13.0
lj celovska,2020,Apr,
mb titova,2020,Apr,17.0
mb vrbanski,2020,Apr,
ce bolnica,2020,Apr,18.0
ms rakican,2020,Apr,11.0
ng grcna,2020,Apr,12.0
trbovlje,2020,Apr,15.0
zagorje,2020,Apr,13.0
koper,2020,Apr,11.0
iskrba,2020,Apr,3.0
sostanj,2020,Apr,9.0
zavodnje,2020,Apr,5.0
skale,2020,Apr,5.0
sv. mohor,2020,Apr,4.0
lj center,2020,Apr,24.0
ce gaji,2020,Apr,7.0
mb tezno,2020,Apr,20.0
lj bezigrad,2020,Maj,12.0
lj celovska,2020,Maj,
mb titova,2020,Maj,20.0
mb vrbanski,2020,Maj,
ce bolnica,2020,Maj,14.0
ms rakican,2020,Maj,10.0
ng grcna,2020,Maj,11.0
trbovlje,2020,Maj,10.0
zagorje,2020,Maj,10.0
koper,2020,Maj,10.0
iskrba,2020,Maj,2.0
sostanj,2020,Maj,8.0
zavodnje,2020,Maj,4.0
skale,2020,Maj,4.0
sv. mohor,2020,Maj,3.0
lj center,2020,Maj,24.0
ce gaji,2020,Maj,8.0
mb tezno,2020,Maj,14.0
lj bezigrad,2020,Jun,12.0
lj celovska,2020,Jun,19.0
mb titova,2020,Jun,21.0
mb vrbanski,2020,Jun,
ce bolnica,2020,Jun,13.0
ms rakican,2020,Jun,10.0
ng grcna,2020,Jun,14.0
trbovlje,2020,Jun,9.0
zagorje,2020,Jun,8.0
koper,2020,Jun,10.0
iskrba,2020,Jun,
sostanj,2020,Jun,6.0
zavodnje,2020,Jun,3.0
skale,2020,Jun,4.0
sv. mohor,2020,Jun,3.0
lj center,2020,Jun,28.0
ce gaji,2020,Jun,6.0
mb tezno,2020,Jun,13.0
lj bezigrad,2020,Jul,12.0
lj celovska,2020,Jul,20.0
mb titova,2020,Jul,21.0
mb vrbanski,2020,Jul,4.0
ce bolnica,2020,Jul,12.0
ms rakican,2020,Jul,7.0
ng grcna,2020,Jul,15.0
trbovlje,2020,Jul,9.0
zagorje,2020,Jul,12.0
koper,2020,Jul,14.0
iskrba,2020,Jul,
sostanj,2020,Jul,6.0
zavodnje,2020,Jul,3.0
skale,2020,Jul,3.0
sv. mohor,2020,Jul,4.0
lj center,2020,Jul,29.0
ce gaji,2020,Jul,
mb tezno,2020,Jul,10.0
lj bezigrad,2020,Avg,13.0
lj celovska,2020,Avg,20.0
mb titova,2020,Avg,21.0
mb vrbanski,2020,Avg,4.0
ce bolnica,2020,Avg,15.0
ms rakican,2020,Avg,6.0
ng grcna,2020,Avg,16.0
trbovlje,2020,Avg,10.0
zagorje,2020,Avg,12.0
koper,2020,Avg,12.0
iskrba,2020,Avg,
sostanj,2020,Avg,7.0
zavodnje,2020,Avg,3.0
skale,2020,Avg,3.0
sv. mohor,2020,Avg,3.0
lj center,2020,Avg,30.0
ce gaji,2020,Avg,
mb tezno,2020,Avg,11.0
lj bezigrad,2020,Sep,18.0
lj celovska,2020,Sep,25.0
mb titova,2020,Sep,27.0
mb vrbanski,2020,Sep,5.0
ce bolnica,2020,Sep,19.0
ms rakican,2020,Sep,7.0
ng grcna,2020,Sep,22.0
trbovlje,2020,Sep,12.0
zagorje,2020,Sep,15.0
koper,2020,Sep,10.0
iskrba,2020,Sep,
sostanj,2020,Sep,8.0
zavodnje,2020,Sep,4.0
skale,2020,Sep,5.0
sv. mohor,2020,Sep,4.0
lj center,2020,Sep,31.0
ce gaji,2020,Sep,
mb tezno,2020,Sep,15.0
lj bezigrad,2020,Okt,21.0
lj celovska,2020,Okt,25.0
mb titova,2020,Okt,27.0
mb vrbanski,2020,Okt,8.0
ce bolnica,2020,Okt,19.0
ms rakican,2020,Okt,9.0
ng grcna,2020,Okt,21.0
trbovlje,2020,Okt,12.0
zagorje,2020,Okt,17.0
koper,2020,Okt,12.0
iskrba,2020,Okt,
sostanj,2020,Okt,8.0
zavodnje,2020,Okt,4.0
skale,2020,Okt,7.0
sv. mohor,2020,Okt,4.0
lj center,2020,Okt,31.0
ce gaji,2020,Okt,
mb tezno,2020,Okt,20.0
lj bezigrad,2020,Nov,24.0
lj celovska,2020,Nov,29.0
mb titova,2020,Nov,26.0
mb vrbanski,2020,Nov,12.0
ce bolnica,2020,Nov,23.0
ms rakican,2020,Nov,13.0
ng grcna,2020,Nov,28.0
trbovlje,2020,Nov,19.0
zagorje,2020,Nov,21.0
koper,2020,Nov,18.0
iskrba,2020,Nov,
sostanj,2020,Nov,14.0
zavodnje,2020,Nov,10.0
skale,2020,Nov,12.0
sv. mohor,2020,Nov,8.0
lj center,2020,Nov,40.0
ce gaji,2020,Nov,
mb tezno,2020,Nov,24.0
lj bezigrad,2020,Dec,27.0
lj celovska,2020,Dec,34.0
mb titova,2020,Dec,29.0
mb vrbanski,2020,Dec,13.0
ce bolnica,2020,Dec,24.0
ms rakican,2020,Dec,13.0
ng grcna,2020,Dec,26.0
trbovlje,2020,Dec,19.0
zagorje,2020,Dec,23.0
koper,2020,Dec,21.0
iskrba,2020,Dec,
sostanj,2020,Dec,14.0
zavodnje,2020,Dec,7.0
skale,2020,Dec,13.0
sv. mohor,2020,Dec,9.0
lj center,2020,Dec,52.0
ce gaji,2020,Dec,17.0
mb tezno,2020,Dec,25.0
lj bezigrad,2021,Jan,30.0
lj celovska,2021,Jan,37.0
mb titova,2021,Jan,31.0
mb vrbanski,2021,Jan,11.0
ce bolnica,2021,Jan,29.0
ms rakican,2021,Jan,15.0
ng grcna,2021,Jan,28.0
deskle,2021,Jan,12.0
trbovlje,2021,Jan,24.0
zagorje,2021,Jan,26.0
novo mesto,2021,Jan,17.0
koper,2021,Jan,21.0
iskrba,2021,Jan,2.0
sostanj,2021,Jan,13.0
zavodnje,2021,Jan,4.0
skale,2021,Jan,9.0
mobilna tes,2021,Jan,14.0
sv. mohor,2021,Jan,8.0
lj center,2021,Jan,45.0
zadobrova,2021,Jan,29.0
ce gaji,2021,Jan,24.0
mb tezno,2021,Jan,28.0
lj bezigrad,2021,Feb,25.0
lj celovska,2021,Feb,33.0
mb titova,2021,Feb,34.0
mb vrbanski,2021,Feb,12.0
ce bolnica,2021,Feb,27.0
ms rakican,2021,Feb,14.0
ng grcna,2021,Feb,29.0
deskle,2021,Feb,12.0
trbovlje,2021,Feb,19.0
zagorje,2021,Feb,24.0
novo mesto,2021,Feb,16.0
koper,2021,Feb,25.0
iskrba,2021,Feb,2.0
sostanj,2021,Feb,14.0
zavodnje,2021,Feb,6.0
skale,2021,Feb,9.0
mobilna tes,2021,Feb,15.0
sv. mohor,2021,Feb,7.0
lj center,2021,Feb,34.0
zadobrova,2021,Feb,21.0
ce gaji,2021,Feb,22.0
mb tezno,2021,Feb,31.0
lj bezigrad,2021,Mar,27.0
lj celovska,2021,Mar,37.0
mb titova,2021,Mar,31.0
mb vrbanski,2021,Mar,8.0
ce bolnica,2021,Mar,26.0
ms rakican,2021,Mar,11.0
ng grcna,2021,Mar,27.0
deskle,2021,Mar,11.0
trbovlje,2021,Mar,22.0
zagorje,2021,Mar,24.0
novo mesto,2021,Mar,14.0
koper,2021,Mar,18.0
iskrba,2021,Mar,2.0
sostanj,2021,Mar,11.0
zavodnje,2021,Mar,5.0
skale,2021,Mar,8.0
mobilna tes,2021,Mar,13.0
sv. mohor,2021,Mar,6.0
lj center,2021,Mar,39.0
zadobrova,2021,Mar,21.0
ce gaji,2021,Mar,21.0
mb tezno,2021,Mar,27.0
lj bezigrad,2021,Apr,18.0
lj celovska,2021,Apr,26.0
mb titova,2021,Apr,23.0
mb vrbanski,2021,Apr,4.0
ce bolnica,2021,Apr,18.0
ms rakican,2021,Apr,8.0
ng grcna,2021,Apr,18.0
deskle,2021,Apr,9.0
trbovlje,2021,Apr,15.0
zagorje,2021,Apr,17.0
novo mesto,2021,Apr,10.0
koper,2021,Apr,13.0
iskrba,2021,Apr,1.0
sostanj,2021,Apr,7.0
zavodnje,2021,Apr,4.0
skale,2021,Apr,5.0
mobilna tes,2021,Apr,9.0
sv. mohor,2021,Apr,4.0
lj center,2021,Apr,27.0
zadobrova,2021,Apr,14.0
ce gaji,2021,Apr,13.0
mb tezno,2021,Apr,18.0
lj bezigrad,2021,Maj,14.0
lj celovska,2021,Maj,22.0
mb titova,2021,Maj,21.0
mb vrbanski,2021,Maj,5.0
ce bolnica,2021,Maj,12.0
ms rakican,2021,Maj,6.0
ng grcna,2021,Maj,14.0
deskle,2021,Maj,8.0
trbovlje,2021,Maj,11.0
zagorje,2021,Maj,14.0
novo mesto,2021,Maj,7.0
koper,2021,Maj,9.0
iskrba,2021,Maj,1.0
sostanj,2021,Maj,6.0
zavodnje,2021,Maj,2.0
skale,2021,Maj,4.0
mobilna tes,2021,Maj,6.0
sv. mohor,2021,Maj,2.0
lj center,2021,Maj,23.0
zadobrova,2021,Maj,11.0
ce gaji,2021,Maj,12.0
mb tezno,2021,Maj,13.0
lj bezigrad,2021,Jun,15.0
lj celovska,2021,Jun,24.0
mb titova,2021,Jun,25.0
mb vrbanski,2021,Jun,5.0
ce bolnica,2021,Jun,13.0
ms rakican,2021,Jun,7.0
ng grcna,2021,Jun,15.0
deskle,2021,Jun,7.0
trbovlje,2021,Jun,
zagorje,2021,Jun,14.0
novo mesto,2021,Jun,8.0
koper,2021,Jun,13.0
iskrba,2021,Jun,1.0
sostanj,2021,Jun,6.0
zavodnje,2021,Jun,2.0
skale,2021,Jun,4.0
mobilna tes,2021,Jun,7.0
sv. mohor,2021,Jun,2.0
lj center,2021,Jun,24.0
zadobrova,2021,Jun,12.0
ce gaji,2021,Jun,11.0
mb tezno,2021,Jun,14.0
lj bezigrad,2021,Jul,14.0
lj celovska,2021,Jul,23.0
mb titova,2021,Jul,24.0
mb vrbanski,2021,Jul,5.0
ce bolnica,2021,Jul,14.0
ms rakican,2021,Jul,6.0
ng grcna,2021,Jul,16.0
deskle,2021,Jul,9.0
trbovlje,2021,Jul,
zagorje,2021,Jul,13.0
novo mesto,2021,Jul,7.0
koper,2021,Jul,10.0
iskrba,2021,Jul,1.0
sostanj,2021,Jul,8.0
zavodnje,2021,Jul,2.0
skale,2021,Jul,5.0
mobilna tes,2021,Jul,6.0
sv. mohor,2021,Jul,2.0
lj center,2021,Jul,32.0
zadobrova,2021,Jul,13.0
ce gaji,2021,Jul,10.0
mb tezno,2021,Jul,13.0
lj bezigrad,2021,Avg,15.0
lj celovska,2021,Avg,25.0
mb titova,2021,Avg,20.0
mb vrbanski,2021,Avg,5.0
ce bolnica,2021,Avg,13.0
ms rakican,2021,Avg,5.0
ng grcna,2021,Avg,16.0
deskle,2021,Avg,7.0
trbovlje,2021,Avg,
zagorje,2021,Avg,14.0
novo mesto,2021,Avg,7.0
koper,2021,Avg,11.0
iskrba,2021,Avg,1.0
sostanj,2021,Avg,6.0
zavodnje,2021,Avg,3.0
skale,2021,Avg,4.0
mobilna tes,2021,Avg,6.0
sv. mohor,2021,Avg,3.0
lj center,2021,Avg,32.0
zadobrova,2021,Avg,11.0
ce gaji,2021,Avg,9.0
mb tezno,2021,Avg,12.0
lj bezigrad,2021,Sep,21.0
lj celovska,2021,Sep,31.0
mb titova,2021,Sep,28.0
mb vrbanski,2021,Sep,6.0
ce bolnica,2021,Sep,21.0
ms rakican,2021,Sep,7.0
ng grcna,2021,Sep,25.0
deskle,2021,Sep,8.0
trbovlje,2021,Sep,
zagorje,2021,Sep,18.0
novo mesto,2021,Sep,10.0
koper,2021,Sep,12.0
iskrba,2021,Sep,1.0
sostanj,2021,Sep,9.0
zavodnje,2021,Sep,3.0
skale,2021,Sep,5.0
mobilna tes,2021,Sep,10.0
sv. mohor,2021,Sep,5.0
lj center,2021,Sep,39.0
zadobrova,2021,Sep,13.0
ce gaji,2021,Sep,15.0
mb tezno,2021,Sep,19.0
lj bezigrad,2021,Okt,25.0
lj celovska,2021,Okt,33.0
mb titova,2021,Okt,26.0
mb vrbanski,2021,Okt,9.0
ce bolnica,2021,Okt,22.0
ms rakican,2021,Okt,9.0
ng grcna,2021,Okt,27.0
deskle,2021,Okt,9.0
trbovlje,2021,Okt,
zagorje,2021,Okt,17.0
novo mesto,2021,Okt,12.0
koper,2021,Okt,12.0
iskrba,2021,Okt,1.0
sostanj,2021,Okt,19.0
zavodnje,2021,Okt,4.0
skale,2021,Okt,7.0
mobilna tes,2021,Okt,9.0
sv. mohor,2021,Okt,7.0
lj center,2021,Okt,29.0
zadobrova,2021,Okt,16.0
ce gaji,2021,Okt,10.0
mb tezno,2021,Okt,19.0
lj bezigrad,2021,Nov,28.0
lj celovska,2021,Nov,36.0
mb titova,2021,Nov,28.0
mb vrbanski,2021,Nov,13.0
ce bolnica,2021,Nov,24.0
ms rakican,2021,Nov,14.0
ng grcna,2021,Nov,29.0
deskle,2021,Nov,8.0
trbovlje,2021,Nov,
zagorje,2021,Nov,20.0
novo mesto,2021,Nov,14.0
koper,2021,Nov,16.0
iskrba,2021,Nov,2.0
sostanj,2021,Nov,14.0
zavodnje,2021,Nov,7.0
skale,2021,Nov,11.0
mobilna tes,2021,Nov,14.0
sv. mohor,2021,Nov,9.0
lj center,2021,Nov,26.0
zadobrova,2021,Nov,17.0
ce gaji,2021,Nov,17.0
mb tezno,2021,Nov,25.0
lj bezigrad,2021,Dec,40.0
lj celovska,2021,Dec,50.0
mb titova,2021,Dec,29.0
mb vrbanski,2021,Dec,17.0
ce bolnica,2021,Dec,30.0
ms rakican,2021,Dec,19.0
ng grcna,2021,Dec,37.0
deskle,2021,Dec,11.0
trbovlje,2021,Dec,
zagorje,2021,Dec,23.0
novo mesto,2021,Dec,17.0
koper,2021,Dec,24.0
iskrba,2021,Dec,2.0
sostanj,2021,Dec,17.0
zavodnje,2021,Dec,6.0
skale,2021,Dec,12.0
mobilna tes,2021,Dec,19.0
sv. mohor,2021,Dec,12.0
lj center,2021,Dec,44.0
zadobrova,2021,Dec,23.0
ce gaji,2021,Dec,24.0
mb tezno,2021,Dec,35.0
lj bezigrad,2022,Jan,42.0
lj celovska,2022,Jan,49.0
mb titova,2022,Jan,35.0
mb vrbanski,2022,Jan,16.0
ce bolnica,2022,Jan,34.0
ms rakican,2022,Jan,17.0
ng grcna,2022,Jan,37.0
zagorje,2022,Jan,28.0
novo mesto,2022,Jan,18.0
koper,2022,Jan,24.0
iskrba,2022,Jan,2.0
sostanj,2022,Jan,15.0
zavodnje,2022,Jan,7.0
skale,2022,Jan,11.0
mobilna tes,2022,Jan,19.0
sv. mohor,2022,Jan,10.0
lj center,2022,Jan,41.0
zadobrova,2022,Jan,34.0
ce gaji,2022,Jan,30.0
mb tezno,2022,Jan,49.0
lj bezigrad,2022,Feb,31.0
lj celovska,2022,Feb,36.0
mb titova,2022,Feb,34.0
mb vrbanski,2022,Feb,12.0
ce bolnica,2022,Feb,29.0
ms rakican,2022,Feb,12.0
ng grcna,2022,Feb,33.0
zagorje,2022,Feb,24.0
novo mesto,2022,Feb,16.0
koper,2022,Feb,24.0
iskrba,2022,Feb,2.0
sostanj,2022,Feb,12.0
zavodnje,2022,Feb,5.0
skale,2022,Feb,8.0
mobilna tes,2022,Feb,16.0
sv. mohor,2022,Feb,7.0
lj center,2022,Feb,29.0
zadobrova,2022,Feb,24.0
ce gaji,2022,Feb,28.0
mb tezno,2022,Feb,28.0
lj bezigrad,2022,Mar,28.0
lj celovska,2022,Mar,38.0
mb titova,2022,Mar,34.0
mb vrbanski,2022,Mar,10.0
ce bolnica,2022,Mar,34.0
ms rakican,2022,Mar,13.0
ng grcna,2022,Mar,35.0
zagorje,2022,Mar,27.0
